"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"1","Is the interviewee the head of household? ",NA,"No","NA",0.212683634654211,NA,0.141543160954624,0.283824108353798,"mantika_label","Sebha"
"2","Is the interviewee the head of household? ",NA,"Yes","NA",0.787316365345789,NA,0.716175891646202,0.858456839045376,"mantika_label","Sebha"
"dependent.var","Is the interviewee the head of household? ",NA,"Yes","NA",1,NA,NA,NA,"mantika_label","Aljufra"
"110","Is the interviewee the head of household? ",NA,"No","NA",0.13450201513671,NA,0.0677455371240162,0.201258493149404,"mantika_label","Tripoli"
"25","Is the interviewee the head of household? ",NA,"Yes","NA",0.86549798486329,NA,0.798741506850596,0.932254462875984,"mantika_label","Tripoli"
"111","Is the interviewee the head of household? ",NA,"No","NA",0.0380302678836776,NA,-0.0124685643427076,0.0885291001100628,"mantika_label","Wadi Ashshati"
"26","Is the interviewee the head of household? ",NA,"Yes","NA",0.961969732116323,NA,0.911470899889937,1.01246856434271,"mantika_label","Wadi Ashshati"
"112","Is the interviewee the head of household? ",NA,"No","NA",0.133108047233088,NA,0.0540333412880416,0.212182753178134,"mantika_label","Aljfara"
"27","Is the interviewee the head of household? ",NA,"Yes","NA",0.866891952766912,NA,0.787817246821866,0.945966658711958,"mantika_label","Aljfara"
"113","Is the interviewee the head of household? ",NA,"No","NA",0.121043703213242,NA,0.0500418407734214,0.192045565653062,"mantika_label","Ejdabia"
"28","Is the interviewee the head of household? ",NA,"Yes","NA",0.878956296786758,NA,0.807954434346938,0.949958159226579,"mantika_label","Ejdabia"
"114","Is the interviewee the head of household? ",NA,"No","NA",0.24188471793222,NA,0.16895524640364,0.3148141894608,"mantika_label","Alkufra"
"29","Is the interviewee the head of household? ",NA,"Yes","NA",0.75811528206778,NA,0.6851858105392,0.83104475359636,"mantika_label","Alkufra"
"115","Is the interviewee the head of household? ",NA,"No","NA",0.0156731572918492,NA,0.000183122356313837,0.0311631922273845,"mantika_label","Sirt"
"210","Is the interviewee the head of household? ",NA,"Yes","NA",0.984326842708151,NA,0.968836807772616,0.999816877643686,"mantika_label","Sirt"
"116","Is the interviewee the head of household? ",NA,"No","NA",0.165876835415117,NA,0.10652040386681,0.225233266963424,"mantika_label","Ghat"
"211","Is the interviewee the head of household? ",NA,"Yes","NA",0.834123164584883,NA,0.774766733036576,0.89347959613319,"mantika_label","Ghat"
"117","Is the interviewee the head of household? ",NA,"No","NA",0.287069171879542,NA,0.207094038145041,0.367044305614044,"mantika_label","Al Jabal Al Gharbi"
"212","Is the interviewee the head of household? ",NA,"Yes","NA",0.712930828120458,NA,0.632955694385956,0.79290596185496,"mantika_label","Al Jabal Al Gharbi"
"118","Is the interviewee the head of household? ",NA,"No","NA",0.0374403438975865,NA,0.00453583582974697,0.070344851965426,"mantika_label","Derna"
"213","Is the interviewee the head of household? ",NA,"Yes","NA",0.962559656102414,NA,0.929655148034574,0.995464164170253,"mantika_label","Derna"
"119","Is the interviewee the head of household? ",NA,"No","NA",0.048640589422799,NA,0.00827689587152353,0.0890042829740744,"mantika_label","Azzawya"
"214","Is the interviewee the head of household? ",NA,"Yes","NA",0.951359410577201,NA,0.910995717025926,0.991723104128477,"mantika_label","Azzawya"
"120","Is the interviewee the head of household? ",NA,"No","NA",0.0416165197702369,NA,0.00379438859315477,0.0794386509473191,"mantika_label","Zwara"
"215","Is the interviewee the head of household? ",NA,"Yes","NA",0.958383480229763,NA,0.920561349052681,0.996205611406845,"mantika_label","Zwara"
"121","Is the interviewee the head of household? ",NA,"No","NA",0.134031735568303,NA,0.0741839772571772,0.193879493879429,"mantika_label","Murzuq"
"216","Is the interviewee the head of household? ",NA,"Yes","NA",0.865968264431697,NA,0.806120506120571,0.925816022742823,"mantika_label","Murzuq"
"122","Is the interviewee the head of household? ",NA,"No","NA",0.18935386332474,NA,0.120772618312139,0.25793510833734,"mantika_label","Misrata"
"217","Is the interviewee the head of household? ",NA,"Yes","NA",0.810646136675261,NA,0.74206489166266,0.879227381687861,"mantika_label","Misrata"
"123","Is the interviewee the head of household? ",NA,"No","NA",0.206074035000701,NA,0.138131467506637,0.274016602494765,"mantika_label","Benghazi"
"218","Is the interviewee the head of household? ",NA,"Yes","NA",0.793925964999299,NA,0.725983397505235,0.861868532493363,"mantika_label","Benghazi"
"124","Is the interviewee the head of household? ",NA,"No","NA",0.0813096651265239,NA,0.0396499635039271,0.122969366749121,"mantika_label","Ubari"
"219","Is the interviewee the head of household? ",NA,"Yes","NA",0.918690334873476,NA,0.877030633250879,0.960350036496073,"mantika_label","Ubari"
"dependent.var1","Are you willing and able to respond to the questions on behalf of the household?",NA,"Yes","NA",1,NA,NA,NA,"mantika_label","Sebha"
"dependent.var2","Are you willing and able to respond to the questions on behalf of the household?",NA,NA,"NA",NA,NA,NA,NA,"mantika_label","Aljufra"
"dependent.var3","Are you willing and able to respond to the questions on behalf of the household?",NA,"Yes","NA",1,NA,NA,NA,"mantika_label","Tripoli"
"dependent.var4","Are you willing and able to respond to the questions on behalf of the household?",NA,"Yes","NA",1,NA,NA,NA,"mantika_label","Wadi Ashshati"
