"","x"
"1",0.0567755757900375
"2",0.0567755757900375
"3",0.0567755757900375
"4",0.0567755757900375
"5",0.0567755757900375
"6",0.0567755757900375
"7",0.0567755757900375
"8",0.0567755757900375
"9",0.0567755757900375
"10",0.0567755757900375
"11",0.0567755757900375
"12",0.0567755757900375
"13",0.0567755757900375
"14",0.0567755757900375
"15",0.0567755757900375
"16",0.0567755757900375
"17",0.0567755757900375
"18",0.0567755757900375
"19",0.0567755757900375
"20",0.0567755757900375
"21",0.0567755757900375
"22",0.0567755757900375
"23",0.0567755757900375
"24",0.0567755757900375
"25",0.0567755757900375
"26",0.0567755757900375
"27",0.0567755757900375
"28",0.0567755757900375
"29",0.0567755757900375
"30",0.0567755757900375
"31",0.0567755757900375
"32",0.0567755757900375
"33",0.0567755757900375
"34",0.0567755757900375
"35",0.0567755757900375
"36",0.0567755757900375
"37",0.0567755757900375
"38",0.0567755757900375
"39",0.0567755757900375
"40",0.0567755757900375
"41",0.0567755757900375
"42",0.0567755757900375
"43",0.0567755757900375
"44",0.0567755757900375
"45",0.0567755757900375
"46",0.0567755757900375
"47",0.0567755757900375
"48",0.0567755757900375
"49",0.0567755757900375
"50",0.0567755757900375
"51",0.0567755757900375
"52",0.0567755757900375
"53",0.0567755757900375
"54",0.0567755757900375
"55",0.0567755757900375
"56",0.0567755757900375
"57",0.0567755757900375
"58",0.0567755757900375
"59",0.0567755757900375
"60",0.0567755757900375
"61",0.0567755757900375
"62",0.0567755757900375
"63",0.0567755757900375
"64",0.0567755757900375
"65",0.0567755757900375
"66",0.0567755757900375
"67",0.0567755757900375
"68",0.0567755757900375
"69",0.0567755757900375
"70",0.0567755757900375
"71",0.0567755757900375
"72",0.0567755757900375
"73",0.0567755757900375
"74",0.0567755757900375
"75",0.0567755757900375
"76",0.0567755757900375
"77",0.0567755757900375
"78",0.0567755757900375
"79",0.0567755757900375
"80",0.0567755757900375
"81",0.0567755757900375
"82",0.0567755757900375
"83",0.0567755757900375
"84",0.0567755757900375
"85",0.0567755757900375
"86",0.0567755757900375
"87",0.0567755757900375
"88",0.0567755757900375
"89",0.0567755757900375
"90",0.0567755757900375
"91",0.0567755757900375
"92",0.0567755757900375
"93",0.0567755757900375
"94",0.0567755757900375
"95",0.0567755757900375
"96",0.0567755757900375
"97",0.0567755757900375
"98",0.0567755757900375
"99",0.0567755757900375
"100",0.0567755757900375
"101",0.0567755757900375
"102",0.0567755757900375
"103",0.0567755757900375
"104",0.0567755757900375
"105",0.0567755757900375
"106",0.0567755757900375
"107",0.00195988206622697
"108",0.00195988206622697
"109",0.00195988206622697
"110",0.00195988206622697
"111",0.00195988206622697
"112",0.00195988206622697
"113",0.00195988206622697
"114",0.00195988206622697
"115",0.00195988206622697
"116",0.00195988206622697
"117",0.00195988206622697
"118",0.00195988206622697
"119",0.00195988206622697
"120",0.00195988206622697
"121",0.00195988206622697
"122",0.00195988206622697
"123",0.00195988206622697
"124",0.00195988206622697
"125",0.00195988206622697
"126",0.00195988206622697
"127",0.00195988206622697
"128",0.00195988206622697
"129",0.00195988206622697
"130",0.00195988206622697
"131",0.00195988206622697
"132",0.00195988206622697
"133",0.00195988206622697
"134",0.00195988206622697
"135",0.00195988206622697
"136",0.00195988206622697
"137",0.00195988206622697
"138",0.00195988206622697
"139",0.00195988206622697
"140",0.00195988206622697
"141",0.00195988206622697
"142",0.00195988206622697
"143",0.00195988206622697
"144",0.00195988206622697
"145",0.00195988206622697
"146",0.00195988206622697
"147",0.00195988206622697
"148",0.00195988206622697
"149",0.00195988206622697
"150",0.00195988206622697
"151",0.00195988206622697
"152",0.00195988206622697
"153",0.00195988206622697
"154",0.00195988206622697
"155",0.00195988206622697
"156",0.00195988206622697
"157",0.00195988206622697
"158",0.00195988206622697
"159",0.00195988206622697
"160",0.00195988206622697
"161",0.00195988206622697
"162",0.00195988206622697
"163",0.00195988206622697
"164",0.00195988206622697
"165",0.00195988206622697
"166",0.00195988206622697
"167",0.00195988206622697
"168",0.00195988206622697
"169",0.00195988206622697
"170",0.00195988206622697
"171",0.00195988206622697
"172",0.00195988206622697
"173",0.00195988206622697
"174",0.00195988206622697
"175",0.00195988206622697
"176",0.00195988206622697
"177",0.00195988206622697
"178",0.00195988206622697
"179",0.00195988206622697
"180",0.00195988206622697
"181",0.00195988206622697
"182",0.00195988206622697
"183",0.00195988206622697
"184",0.00195988206622697
"185",0.00195988206622697
"186",0.00195988206622697
"187",0.00195988206622697
"188",0.00195988206622697
"189",0.00195988206622697
"190",0.00195988206622697
"191",0.00195988206622697
"192",0.00195988206622697
"193",0.00195988206622697
"194",0.00195988206622697
"195",0.00195988206622697
"196",0.00195988206622697
"197",0.00195988206622697
"198",0.00195988206622697
"199",0.00195988206622697
"200",0.00195988206622697
"201",0.00195988206622697
"202",0.00195988206622697
"203",0.00195988206622697
"204",0.00195988206622697
"205",0.00195988206622697
"206",0.00195988206622697
"207",0.00195988206622697
"208",0.00195988206622697
"209",0.00195988206622697
"210",0.00195988206622697
"211",0.00195988206622697
"212",0.00195988206622697
"213",0.00195988206622697
"214",0.00195988206622697
"215",0.00195988206622697
"216",0.00195988206622697
"217",0.00195988206622697
"218",0.00195988206622697
"219",0.00195988206622697
"220",0.00195988206622697
"221",0.00195988206622697
"222",0.03963133640553
"223",0.03963133640553
"224",0.03963133640553
"225",0.03963133640553
"226",0.03963133640553
"227",0.03963133640553
"228",0.03963133640553
"229",0.03963133640553
"230",0.03963133640553
