"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"dependent.var369","12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","na","NA","NA",0,0,0,0,"mantika_label","Derna"
"dependent.var370","12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","na","NA","NA",0,0,0,0,"mantika_label","Azzawya"
"dependent.var371","12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","na","NA","NA",0,0,0,0,"mantika_label","Zwara"
"dependent.var372","12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","na","NA","NA",0,12.7553364231164,0,50,"mantika_label","Murzuq"
"dependent.var373","12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","na","NA","NA",0,0,0,0,"mantika_label","Misrata"
"dependent.var374","12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","na","NA","NA",0,0,0,0,"mantika_label","Benghazi"
"dependent.var375","12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","na","NA","NA",0,0,0,0,"mantika_label","Ubari"
"dependent.var376","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Sebha"
"dependent.var377","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Aljufra"
"dependent.var378","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Tripoli"
"dependent.var379","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Wadi Ashshati"
"dependent.var380","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Aljfara"
"dependent.var381","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var382","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Alkufra"
"dependent.var383","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Sirt"
"dependent.var384","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Ghat"
"dependent.var385","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Al Jabal Al Gharbi"
"dependent.var386","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Derna"
"dependent.var387","13. Debt repayment","na","NA","NA",150,51.0213456924654,0,200,"mantika_label","Azzawya"
"dependent.var388","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Zwara"
"dependent.var389","13. Debt repayment","na","NA","NA",100,12.7553364231164,50,100,"mantika_label","Murzuq"
"dependent.var390","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Misrata"
"dependent.var391","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Benghazi"
"dependent.var392","13. Debt repayment","na","NA","NA",0,0,0,0,"mantika_label","Ubari"
"dependent.var393","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Sebha"
"dependent.var394","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Aljufra"
"dependent.var395","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Tripoli"
"dependent.var396","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Wadi Ashshati"
"dependent.var397","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Aljfara"
"dependent.var398","14. All other expenditures (specify)","na","NA","NA",0,25.5106728462327,0,100,"mantika_label","Ejdabia"
"dependent.var399","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Alkufra"
"dependent.var400","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Sirt"
"dependent.var401","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Ghat"
"dependent.var402","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Al Jabal Al Gharbi"
"dependent.var403","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Derna"
"dependent.var404","14. All other expenditures (specify)","na","NA","NA",0,12.7553364231164,0,50,"mantika_label","Azzawya"
"dependent.var405","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Zwara"
"dependent.var406","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Murzuq"
"dependent.var407","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Misrata"
"dependent.var408","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Benghazi"
"dependent.var409","14. All other expenditures (specify)","na","NA","NA",0,0,0,0,"mantika_label","Ubari"
"dependent.var410","1. Government salary","Displacement_status",NA,"idp",750,89.2873549618145,575,925,"mantika_label","Sebha"
"dependent.var1","1. Government salary","Displacement_status",NA,"non_displaced",1200,153.064037077396,900,1500,"mantika_label","Sebha"
"dependent.var2","1. Government salary","Displacement_status",NA,"returnee",800,63.7766821155817,675,925,"mantika_label","Sebha"
"dependent.var411","1. Government salary","Displacement_status",NA,"idp",710,6.37766821155818,697.5,722.5,"mantika_label","Aljufra"
"dependent.var1100","1. Government salary","Displacement_status",NA,"non_displaced",700,0,700,700,"mantika_label","Aljufra"
"dependent.var412","1. Government salary","Displacement_status",NA,"idp",1500,76.5320185386981,1350,1650,"mantika_label","Tripoli"
"dependent.var1101","1. Government salary","Displacement_status",NA,"non_displaced",1500,153.064037077396,1200,1800,"mantika_label","Tripoli"
"dependent.var2100","1. Government salary","Displacement_status",NA,"returnee",1200,25.5106728462327,1150,1250,"mantika_label","Tripoli"
"dependent.var413","1. Government salary","Displacement_status",NA,"non_displaced",1300,107.144825954177,1090,1510,"mantika_label","Wadi Ashshati"
"dependent.var1102","1. Government salary","Displacement_status",NA,"idp",1200,165.819373500513,875,1525,"mantika_label","Wadi Ashshati"
"dependent.var2101","1. Government salary","Displacement_status",NA,"returnee",1400,127.553364231163,1150,1650,"mantika_label","Wadi Ashshati"
"dependent.var414","1. Government salary","Displacement_status",NA,"non_displaced",2200,127.553364231163,1950,2450,"mantika_label","Aljfara"
"dependent.var1103","1. Government salary","Displacement_status",NA,"idp",2100,127.553364231163,1850,2350,"mantika_label","Aljfara"
"dependent.var2102","1. Government salary","Displacement_status",NA,"returnee",2500,204.085382769862,2100,2900,"mantika_label","Aljfara"
"dependent.var415","1. Government salary","Displacement_status",NA,"non_displaced",1700,153.064037077396,1400,2000,"mantika_label","Ejdabia"
"dependent.var1104","1. Government salary","Displacement_status",NA,"idp",1200,102.042691384931,1000,1400,"mantika_label","Ejdabia"
"dependent.var2103","1. Government salary","Displacement_status",NA,"returnee",1400,102.042691384931,1200,1600,"mantika_label","Ejdabia"
"dependent.var416","1. Government salary","Displacement_status",NA,"idp",1200,51.0213456924654,1100,1300,"mantika_label","Alkufra"
"dependent.var1105","1. Government salary","Displacement_status",NA,"non_displaced",1400,76.5320185386981,1250,1550,"mantika_label","Alkufra"
"dependent.var2104","1. Government salary","Displacement_status",NA,"returnee",1500,76.5320185386981,1350,1650,"mantika_label","Alkufra"
"dependent.var417","1. Government salary","Displacement_status",NA,"non_displaced",950,38.266009269349,875,1025,"mantika_label","Sirt"
"dependent.var1106","1. Government salary","Displacement_status",NA,"returnee",900,12.7553364231164,875,925,"mantika_label","Sirt"
"dependent.var2105","1. Government salary","Displacement_status",NA,"idp",950,25.5106728462327,900,1000,"mantika_label","Sirt"
"dependent.var418","1. Government salary","Displacement_status",NA,"non_displaced",950,96.9405568156843,760,1140,"mantika_label","Ghat"
"dependent.var1107","1. Government salary","Displacement_status",NA,"idp",750,30.6128074154792,690,810,"mantika_label","Ghat"
"dependent.var2106","1. Government salary","Displacement_status",NA,"returnee",800,43.3681438385956,715,885,"mantika_label","Ghat"
"dependent.var419","1. Government salary","Displacement_status",NA,"non_displaced",1600,51.0213456924654,1500,1700,"mantika_label","Al Jabal Al Gharbi"
"dependent.var1108","1. Government salary","Displacement_status",NA,"idp",1700,153.064037077396,1400,2000,"mantika_label","Al Jabal Al Gharbi"
"dependent.var2107","1. Government salary","Displacement_status",NA,"returnee",1500,25.5106728462327,1450,1550,"mantika_label","Al Jabal Al Gharbi"
"dependent.var420","1. Government salary","Displacement_status",NA,"returnee",1300,76.5320185386981,1150,1450,"mantika_label","Derna"
"dependent.var1109","1. Government salary","Displacement_status",NA,"non_displaced",1300,25.5106728462327,1250,1350,"mantika_label","Derna"
"dependent.var2108","1. Government salary","Displacement_status",NA,"idp",1400,51.0213456924654,1300,1500,"mantika_label","Derna"
"dependent.var421","1. Government salary","Displacement_status",NA,"non_displaced",1400,51.0213456924654,1300,1500,"mantika_label","Azzawya"
"dependent.var1110","1. Government salary","Displacement_status",NA,"idp",1350,25.5106728462327,1300,1400,"mantika_label","Azzawya"
"dependent.var2109","1. Government salary","Displacement_status",NA,"returnee",1200,117.34909509267,970,1430,"mantika_label","Azzawya"
"dependent.var422","1. Government salary","Displacement_status",NA,"non_displaced",1250,119.900162377294,1015,1485,"mantika_label","Zwara"
"dependent.var1111","1. Government salary","Displacement_status",NA,"idp",1400,76.5320185386981,1250,1550,"mantika_label","Zwara"
"dependent.var2110","1. Government salary","Displacement_status",NA,"returnee",1400,102.042691384931,1200,1600,"mantika_label","Zwara"
"dependent.var423","1. Government salary","Displacement_status",NA,"non_displaced",846,51.0213456924654,746,946,"mantika_label","Murzuq"
"dependent.var1112","1. Government salary","Displacement_status",NA,"idp",900,102.042691384931,700,1100,"mantika_label","Murzuq"
"dependent.var2111","1. Government salary","Displacement_status",NA,"returnee",850,51.0213456924654,750,950,"mantika_label","Murzuq"
"dependent.var424","1. Government salary","Displacement_status",NA,"non_displaced",1150,153.064037077396,850,1450,"mantika_label","Misrata"
"dependent.var1113","1. Government salary","Displacement_status",NA,"idp",850,63.7766821155817,725,975,"mantika_label","Misrata"
"dependent.var2112","1. Government salary","Displacement_status",NA,"returnee",650,306.128074154792,50.0000000000001,1250,"mantika_label","Misrata"
"dependent.var425","1. Government salary","Displacement_status",NA,"returnee",1600,204.085382769862,1200,2000,"mantika_label","Benghazi"
"dependent.var1114","1. Government salary","Displacement_status",NA,"non_displaced",1500,197.707714558303,1112.5,1887.5,"mantika_label","Benghazi"
"dependent.var2113","1. Government salary","Displacement_status",NA,"idp",1450,178.574709923629,1100,1800,"mantika_label","Benghazi"
"dependent.var426","1. Government salary","Displacement_status",NA,"non_displaced",1500,102.042691384931,1300,1700,"mantika_label","Ubari"
"dependent.var1115","1. Government salary","Displacement_status",NA,"idp",900,102.042691384931,700,1100,"mantika_label","Ubari"
"dependent.var2114","1. Government salary","Displacement_status",NA,"returnee",930,114.798027808047,705,1155,"mantika_label","Ubari"
"dependent.var427","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Sebha"
"dependent.var1116","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Sebha"
"dependent.var2115","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Sebha"
"dependent.var428","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Aljufra"
"dependent.var1117","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Aljufra"
"dependent.var429","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Tripoli"
"dependent.var1118","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Tripoli"
"dependent.var2116","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Tripoli"
"dependent.var430","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Wadi Ashshati"
"dependent.var1119","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Wadi Ashshati"
"dependent.var2117","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Wadi Ashshati"
"dependent.var431","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Aljfara"
"dependent.var1120","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Aljfara"
"dependent.var2118","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Aljfara"
"dependent.var432","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var1121","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var2119","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var433","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Alkufra"
"dependent.var1122","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,102.042691384931,-200,200,"mantika_label","Alkufra"
"dependent.var2120","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Alkufra"
"dependent.var434","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Sirt"
"dependent.var1123","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Sirt"
"dependent.var2121","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Sirt"
"dependent.var435","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Ghat"
"dependent.var1124","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Ghat"
"dependent.var2122","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Ghat"
"dependent.var436","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Al Jabal Al Gharbi"
"dependent.var1125","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Al Jabal Al Gharbi"
"dependent.var2123","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Al Jabal Al Gharbi"
"dependent.var437","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Derna"
"dependent.var1126","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Derna"
"dependent.var2124","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Derna"
"dependent.var438","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Azzawya"
"dependent.var1127","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Azzawya"
"dependent.var2125","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Azzawya"
"dependent.var439","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Zwara"
"dependent.var1128","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Zwara"
"dependent.var2126","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Zwara"
"dependent.var440","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Murzuq"
"dependent.var1129","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,45.9192111232189,-90,90,"mantika_label","Murzuq"
"dependent.var2127","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,114.798027808047,-225,225,"mantika_label","Murzuq"
"dependent.var441","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Misrata"
"dependent.var1130","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Misrata"
"dependent.var2128","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Misrata"
"dependent.var442","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Benghazi"
"dependent.var1131","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Benghazi"
"dependent.var2129","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Benghazi"
"dependent.var443","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Ubari"
"dependent.var1132","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Ubari"
"dependent.var2130","2. Government social benefits or assistance (including pensions)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Ubari"
"dependent.var444","3. Non-government salaried work","Displacement_status",NA,"non_displaced",500,51.0213456924654,400,600,"mantika_label","Sebha"
"dependent.var1133","3. Non-government salaried work","Displacement_status",NA,"idp",400,25.5106728462327,350,450,"mantika_label","Sebha"
"dependent.var2131","3. Non-government salaried work","Displacement_status",NA,"returnee",700,114.798027808047,475,925,"mantika_label","Sebha"
"dependent.var445","3. Non-government salaried work","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Aljufra"
"dependent.var1134","3. Non-government salaried work","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Aljufra"
"dependent.var446","3. Non-government salaried work","Displacement_status",NA,"non_displaced",1400,510.213456924654,400,2400,"mantika_label","Tripoli"
"dependent.var1135","3. Non-government salaried work","Displacement_status",NA,"idp",1600,255.106728462327,1100,2100,"mantika_label","Tripoli"
"dependent.var2132","3. Non-government salaried work","Displacement_status",NA,"returnee",1600,510.213456924654,600,2600,"mantika_label","Tripoli"
"dependent.var447","3. Non-government salaried work","Displacement_status",NA,"non_displaced",550,119.900162377294,315,785,"mantika_label","Wadi Ashshati"
"dependent.var1136","3. Non-government salaried work","Displacement_status",NA,"idp",800,43.3681438385956,715,885,"mantika_label","Wadi Ashshati"
"dependent.var2133","3. Non-government salaried work","Displacement_status",NA,"returnee",450,408.170765539723,-350,1250,"mantika_label","Wadi Ashshati"
"dependent.var448","3. Non-government salaried work","Displacement_status",NA,"non_displaced",1200,255.106728462327,700,1700,"mantika_label","Aljfara"
"dependent.var1137","3. Non-government salaried work","Displacement_status",NA,"idp",700,255.106728462327,200,1200,"mantika_label","Aljfara"
"dependent.var2134","3. Non-government salaried work","Displacement_status",NA,"returnee",1400,510.213456924654,400,2400,"mantika_label","Aljfara"
"dependent.var449","3. Non-government salaried work","Displacement_status",NA,"non_displaced",700,255.106728462327,200,1200,"mantika_label","Ejdabia"
"dependent.var1138","3. Non-government salaried work","Displacement_status",NA,"idp",800,153.064037077396,500,1100,"mantika_label","Ejdabia"
"dependent.var2135","3. Non-government salaried work","Displacement_status",NA,"returnee",2200,0,2200,2200,"mantika_label","Ejdabia"
"dependent.var450","3. Non-government salaried work","Displacement_status",NA,"non_displaced",850,382.660092693491,100,1600,"mantika_label","Alkufra"
"dependent.var1139","3. Non-government salaried work","Displacement_status",NA,"idp",900,102.042691384931,700,1100,"mantika_label","Alkufra"
"dependent.var2136","3. Non-government salaried work","Displacement_status",NA,"returnee",1000,51.0213456924654,900,1100,"mantika_label","Alkufra"
"dependent.var451","3. Non-government salaried work","Displacement_status",NA,"non_displaced",400,331.638747001025,-250,1050,"mantika_label","Sirt"
"dependent.var1140","3. Non-government salaried work","Displacement_status",NA,"idp",550,229.596055616094,100,1000,"mantika_label","Sirt"
"dependent.var2137","3. Non-government salaried work","Displacement_status",NA,"returnee",0,153.064037077396,-300,300,"mantika_label","Sirt"
"dependent.var452","3. Non-government salaried work","Displacement_status",NA,"non_displaced",80,76.5320185386981,-70,230,"mantika_label","Ghat"
"dependent.var1141","3. Non-government salaried work","Displacement_status",NA,"idp",400,204.085382769862,5.6843418860808e-14,800,"mantika_label","Ghat"
"dependent.var2138","3. Non-government salaried work","Displacement_status",NA,"returnee",600,140.30870065428,325,875,"mantika_label","Ghat"
"dependent.var453","3. Non-government salaried work","Displacement_status",NA,"non_displaced",550,255.106728462327,50.0000000000001,1050,"mantika_label","Al Jabal Al Gharbi"
"dependent.var1142","3. Non-government salaried work","Displacement_status",NA,"idp",500,255.106728462327,5.6843418860808e-14,1000,"mantika_label","Al Jabal Al Gharbi"
"dependent.var2139","3. Non-government salaried work","Displacement_status",NA,"returnee",500,178.574709923629,150,850,"mantika_label","Al Jabal Al Gharbi"
"dependent.var454","3. Non-government salaried work","Displacement_status",NA,"returnee",500,153.064037077396,200,800,"mantika_label","Derna"
"dependent.var1143","3. Non-government salaried work","Displacement_status",NA,"non_displaced",0,255.106728462327,-500,500,"mantika_label","Derna"
"dependent.var2140","3. Non-government salaried work","Displacement_status",NA,"idp",600,0,600,600,"mantika_label","Derna"
"dependent.var455","3. Non-government salaried work","Displacement_status",NA,"non_displaced",500,51.0213456924654,400,600,"mantika_label","Azzawya"
"dependent.var1144","3. Non-government salaried work","Displacement_status",NA,"idp",500,140.30870065428,225,775,"mantika_label","Azzawya"
"dependent.var2141","3. Non-government salaried work","Displacement_status",NA,"returnee",580,255.106728462327,80.0000000000001,1080,"mantika_label","Azzawya"
"dependent.var456","3. Non-government salaried work","Displacement_status",NA,"non_displaced",300,433.681438385956,-550,1150,"mantika_label","Zwara"
"dependent.var1145","3. Non-government salaried work","Displacement_status",NA,"idp",0,382.660092693491,-750,750,"mantika_label","Zwara"
"dependent.var2142","3. Non-government salaried work","Displacement_status",NA,"returnee",350,140.30870065428,75.0000000000001,625,"mantika_label","Zwara"
"dependent.var457","3. Non-government salaried work","Displacement_status",NA,"non_displaced",700,76.5320185386981,550,850,"mantika_label","Murzuq"
"dependent.var1146","3. Non-government salaried work","Displacement_status",NA,"idp",500,76.5320185386981,350,650,"mantika_label","Murzuq"
"dependent.var2143","3. Non-government salaried work","Displacement_status",NA,"returnee",600,102.042691384931,400,800,"mantika_label","Murzuq"
"dependent.var458","3. Non-government salaried work","Displacement_status",NA,"non_displaced",750,89.2873549618145,575,925,"mantika_label","Misrata"
"dependent.var1147","3. Non-government salaried work","Displacement_status",NA,"idp",750,114.798027808047,525,975,"mantika_label","Misrata"
"dependent.var2144","3. Non-government salaried work","Displacement_status",NA,"returnee",30,191.330046346745,-345,405,"mantika_label","Misrata"
"dependent.var459","3. Non-government salaried work","Displacement_status",NA,"idp",900,255.106728462327,400,1400,"mantika_label","Benghazi"
"dependent.var1148","3. Non-government salaried work","Displacement_status",NA,"non_displaced",1200,153.064037077396,900,1500,"mantika_label","Benghazi"
"dependent.var2145","3. Non-government salaried work","Displacement_status",NA,"returnee",1000,102.042691384931,800,1200,"mantika_label","Benghazi"
"dependent.var460","3. Non-government salaried work","Displacement_status",NA,"non_displaced",600,63.7766821155817,475,725,"mantika_label","Ubari"
"dependent.var1149","3. Non-government salaried work","Displacement_status",NA,"idp",560,153.064037077396,260,860,"mantika_label","Ubari"
"dependent.var2146","3. Non-government salaried work","Displacement_status",NA,"returnee",500,255.106728462327,5.6843418860808e-14,1000,"mantika_label","Ubari"
"dependent.var461","4. Casual or daily labour","Displacement_status",NA,"non_displaced",0,127.553364231163,-250,250,"mantika_label","Sebha"
"dependent.var1150","4. Casual or daily labour","Displacement_status",NA,"idp",300,114.798027808047,75,525,"mantika_label","Sebha"
"dependent.var2147","4. Casual or daily labour","Displacement_status",NA,"returnee",400,127.553364231163,150,650,"mantika_label","Sebha"
"dependent.var462","4. Casual or daily labour",NA,NA,"NA",NA,NA,NA,NA,"mantika_label","Aljufra"
"dependent.var463","4. Casual or daily labour","Displacement_status",NA,"idp",1000,0,1000,1000,"mantika_label","Tripoli"
"dependent.var1151","4. Casual or daily labour","Displacement_status",NA,"non_displaced",0,255.106728462327,-500,500,"mantika_label","Tripoli"
"dependent.var464","4. Casual or daily labour","Displacement_status",NA,"non_displaced",1100,142.859767938903,820,1380,"mantika_label","Wadi Ashshati"
"dependent.var1152","4. Casual or daily labour","Displacement_status",NA,"idp",50,191.330046346745,-325,425,"mantika_label","Wadi Ashshati"
"dependent.var2148","4. Casual or daily labour","Displacement_status",NA,"returnee",700,239.800324754587,230,1170,"mantika_label","Wadi Ashshati"
"dependent.var465","4. Casual or daily labour","Displacement_status",NA,"non_displaced",600,369.904756270374,-125,1325,"mantika_label","Aljfara"
"dependent.var1153","4. Casual or daily labour","Displacement_status",NA,"idp",1000,0,1000,1000,"mantika_label","Aljfara"
"dependent.var466","4. Casual or daily labour","Displacement_status",NA,"non_displaced",600,765.320185386981,-900,2100,"mantika_label","Ejdabia"
"dependent.var1154","4. Casual or daily labour","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var2149","4. Casual or daily labour","Displacement_status",NA,"returnee",600,0,600,600,"mantika_label","Ejdabia"
"dependent.var467","4. Casual or daily labour","Displacement_status",NA,"non_displaced",500,178.574709923629,150,850,"mantika_label","Alkufra"
"dependent.var1155","4. Casual or daily labour","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Alkufra"
"dependent.var2150","4. Casual or daily labour","Displacement_status",NA,"returnee",700,51.0213456924654,600,800,"mantika_label","Alkufra"
"dependent.var468","4. Casual or daily labour",NA,NA,"NA",NA,NA,NA,NA,"mantika_label","Sirt"
"dependent.var469","4. Casual or daily labour",NA,NA,"NA",NA,NA,NA,NA,"mantika_label","Ghat"
"dependent.var470","4. Casual or daily labour","Displacement_status",NA,"idp",500,969.405568156843,-1400,2400,"mantika_label","Al Jabal Al Gharbi"
"dependent.var1156","4. Casual or daily labour","Displacement_status",NA,"non_displaced",0,127.553364231163,-250,250,"mantika_label","Al Jabal Al Gharbi"
"dependent.var2151","4. Casual or daily labour","Displacement_status",NA,"returnee",500,0,500,500,"mantika_label","Al Jabal Al Gharbi"
"dependent.var471","4. Casual or daily labour","Displacement_status",NA,"non_displaced",0,127.553364231163,-250,250,"mantika_label","Derna"
"dependent.var1157","4. Casual or daily labour","Displacement_status",NA,"idp",350,165.819373500513,25,675,"mantika_label","Derna"
"dependent.var472","4. Casual or daily labour","Displacement_status",NA,"non_displaced",350,510.213456924654,-650,1350,"mantika_label","Azzawya"
"dependent.var1158","4. Casual or daily labour","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Azzawya"
"dependent.var473","4. Casual or daily labour","Displacement_status",NA,"non_displaced",0,102.042691384931,-200,200,"mantika_label","Zwara"
"dependent.var1159","4. Casual or daily labour","Displacement_status",NA,"idp",600,178.574709923629,250,950,"mantika_label","Zwara"
"dependent.var2152","4. Casual or daily labour","Displacement_status",NA,"returnee",350,25.5106728462327,300,400,"mantika_label","Zwara"
"dependent.var474","4. Casual or daily labour","Displacement_status",NA,"idp",250,599.500811886468,-925,1425,"mantika_label","Murzuq"
"dependent.var1160","4. Casual or daily labour","Displacement_status",NA,"non_displaced",200,0,200,200,"mantika_label","Murzuq"
"dependent.var2153","4. Casual or daily labour","Displacement_status",NA,"returnee",500,127.553364231163,250,750,"mantika_label","Murzuq"
"dependent.var475","4. Casual or daily labour","Displacement_status",NA,"non_displaced",100,612.256148309585,-1100,1300,"mantika_label","Misrata"
"dependent.var1161","4. Casual or daily labour","Displacement_status",NA,"idp",0,191.330046346745,-375,375,"mantika_label","Misrata"
"dependent.var476","4. Casual or daily labour","Displacement_status",NA,"idp",1000,229.596055616094,550,1450,"mantika_label","Benghazi"
